NOMBRE_COMPANIA|COMISION_COMPANIA|IDENTIFICACION_EMPLEADO|TELEFONO_EMPLEADO|NOMBRE_EMPLEADO|NUMERO_CUENTA|NUMERO_TARJETA|OPERADOR_TARJETA|VENCIMIENTO_TARJETA|SALDO_CUENTA|MONEDA|COTIZACION_USD
TechNova|7.57|842-81-1484|282.123.4268x6472|Todd Bennett|d8c7ee7e-2632-40ed-9541-159f9c8a5f90|370758992825070|Mastercard|12/28|95104.12|Dolar|1
EcoSolutions|17.31|573-07-6100|3633398776|Zachary Flores|13318ee7-d4e9-4368-9f2c-8072ffefb1a1|4508985613347039650|Mastercard|08/26|44661.9|Libra|1.3
TechNova|6.67|368-45-1774|(506)233-6293x069|Chad Hamilton|466e7f20-d12d-42e8-a634-01d4a6dca131|375372395406051|Visa|07/29|17806.16|Euro|1.1
Skyline Ltd|5.71|728-38-8357|001-004-873-2476x12217|Hailey Wilson|0122859b-ff4f-4df2-a3d1-739529ba3e0d|3598490844138136|American Express|02/26|85446.5|Euro|1.1
TechNova|11.3|152-97-2248|(981)771-6964x723|Stephen Hernandez|fe627b06-82d6-4c75-b2bf-d568cd970dbb|180087599152070|American Express|11/25|3274.52|Libra|1.3
TechNova|12.07|791-71-5409|+1-985-569-7819x1982|Chad Hooper|cd753cf6-3b14-4a85-8b38-2eac37d8a5af|2247899812416315|American Express|10/29|5648.19|Dolar Canadiense|0.75
NextGen Ventures|7.35|215-84-7226|(079)301-7746|Tyler Frazier|4a99b9c0-e1fc-4d7d-b40b-64810c7081f7|3577989384993557|American Express|03/25|45339.85|Pesos Argentinos|0.0028
NextGen Ventures|7.53|529-44-6102|001-054-917-8185x51840|Raymond Porter|8aa18669-55b7-4db6-849f-8f1b352c65ca|4026782270408415796|Mastercard|11/27|45787.61|Real|0.19
Visionary Labs|14.44|789-18-6878|356.728.0885x3836|Lori Patrick|57b7a454-c2b3-4fdf-8545-f26582d66e27|4388887605561|Visa|09/26|28245.62|Real|0.19
Prime Dynamics|10.18|820-79-4082|0700995146|Tonya Mccoy|0357bd17-edcb-4c17-a683-040b68cdb311|6011243866095771|Visa|08/27|6711.22|Dolar Canadiense|0.75
NextGen Ventures|11.32|342-82-2488|526-803-0981x91742|Mary Ewing|989c7721-2a61-4af1-ba27-86353f56ac4b|4868556663075616|American Express|01/26|33645.31|Real|0.19
NextGen Ventures|4.83|756-42-8958|+1-045-610-9299x94804|Janet Skinner|39d03241-a70b-45d4-831e-fc3d007d3cc4|180024858298518|Visa|02/25|80557.94|Dolar|1
Prime Dynamics|10.99|064-45-8465|409.517.4425x369|Kristina Sims|7d63c530-3b95-4182-92c1-7c79cb066079|213128412794374|Mastercard|04/26|68037.36|Dolar Canadiense|0.75
Visionary Labs|19.04|295-58-5125|+1-873-500-4983x3968|Adam Diaz|530f9cb8-29a2-42eb-9a26-cec7f943c9ee|4095394860177590079|American Express|03/25|2925.19|Euro|1.1
EcoSolutions|18.51|409-44-6514|4210772260|John Moon|b134092b-347a-482f-b1c0-e82cd971fd66|5344018062395922|Mastercard|11/27|94088.92|Libra|1.3
EcoSolutions|5.46|820-95-7065|001-915-257-5726|Sarah Mooney|72dc86f8-db9b-4e3b-80c7-4bfb574d4078|4573400830826450|UnionPay|01/26|61421.84|Euro|1.1
BluePeak Systems|19.03|863-94-1335|472-849-9799|Mandy Robinson|4db8cdc4-5597-4886-aac9-74c12697a6a1|060432932626|Discover|11/28|3554.71|Real|0.19
GlobalCorp|14.33|107-08-6240|825-626-9498|Bryan Richardson|4a16b4fb-d0c9-47e1-95b0-ba16ab499b33|213116703417797|Mastercard|12/24|10828.37|Pesos Argentinos|0.0028
Prime Dynamics|5.31|680-65-6948|2254958845|Marissa Gaines|95ee0f6f-7840-416c-bc79-8e07e6d45f74|4490401000340843|Mastercard|07/29|22852.45|Dolar Canadiense|0.75
Visionary Labs|7.33|057-28-8584|559-028-8038x76594|Christopher Terry|d8c40f17-2fff-4390-a088-bff6f2e5c797|4898516099503703300|Mastercard|06/26|84618.84|Real|0.19
Skyline Ltd|4.65|875-26-9440|(483)697-4499x5559|Penny Huffman|fe97eb33-b818-44d8-9179-57b8dd0af8d5|2478635916325501|American Express|02/29|87050.38|Real|0.19
Apex Solutions|9.93|727-13-4566|983-900-1037|Samantha Myers|c09c2cda-0009-4ee7-9f9c-c607a65bfe8f|4868996496351737|UnionPay|07/29|8788.41|Pesos Argentinos|0.0028
NextGen Ventures|2.7|102-38-1700|001-899-375-3477|Mary Jackson|34c6dbd2-e03e-453b-9ba9-0ec8e48e612c|4336036839591725|Visa|07/27|82037.19|Dolar Canadiense|0.75
Apex Solutions|13.68|199-42-3165|(296)029-6847x685|Melody Scott|9136d507-4849-4e4b-8e60-7d6f420e2e19|4385135049063259|American Express|06/28|47620.35|Pesos Argentinos|0.0028
GlobalCorp|4.08|644-77-4668|+1-178-828-1600x217|Robert Hall|2c181316-ab24-4795-b3cd-20184784b379|3523874442667853|Discover|03/29|55229.29|Dolar|1
Prime Dynamics|19.97|469-16-7756|828.538.4272|Alicia Spence|0d76cfe0-d30b-4ced-83a9-24a07d879b34|6508565195890989|Visa|08/25|40516.39|Libra|1.3
BluePeak Systems|19.24|202-46-3407|+1-398-180-2408x204|Joel Green IV|487a4d8f-6c1e-4717-b152-c06e1b280643|3587016537727753|American Express|09/25|16873.4|Dolar Canadiense|0.75
GlobalCorp|12.49|053-27-2773|001-287-172-8089x2006|Michelle Jackson|20ff7469-0ec2-49d8-972f-62c9ae832b9a|5125470544388352|Visa|03/28|39607.69|Dolar Canadiense|0.75
EcoSolutions|12.74|264-76-7872|342.982.9971x145|Robert Watkins|f8376d33-6d49-469d-8164-2a920a98c0f7|3516567135427374|Mastercard|08/29|56045.26|Euro|1.1
EcoSolutions|2.38|883-09-2941|(076)928-7192|John Rodriguez|45585d8f-4574-4a8c-a0e5-0efb3d05538f|4754226437629927|Discover|05/29|72102.8|Yen|0.007
GlobalCorp|19.66|069-15-8699|001-123-709-0038x41534|Alison Campbell|e8f12801-59da-45c6-b205-60802dc1a0b1|379474877773242|Mastercard|06/25|67234.35|Real|0.19
BluePeak Systems|7.52|661-08-7412|(663)242-2938|Melissa Mills|630a5efd-6cbd-4328-9ea7-995ce4049692|345875376874193|Discover|04/26|56957.37|Real|0.19
Apex Solutions|1.8|551-24-2972|+1-298-714-8663x638|Jennifer Shaw|51abe1f0-3a6e-44fd-8231-9ab4fc4d5c88|4513158556751|Mastercard|05/27|42875.6|Libra|1.3
Skyline Ltd|10.8|221-68-9453|371.581.8941|Jerry Rodriguez|fec4d7bf-d309-4fde-af3f-2353431f0dd1|3568834219615796|American Express|01/26|24600.76|Real|0.19
GlobalCorp|12.73|519-51-8526|255-113-2751x16789|Javier Berry|7bb32428-bc30-450c-a6eb-bf04936350ba|4899697919516988|Visa|12/26|80557.26|Libra|1.3
GlobalCorp|2.72|638-06-8261|(659)867-4728x6491|Alexander Ramirez|22734a04-c3bf-44c5-ae91-b1a1ddd606e3|4054639406753469|American Express|08/27|86080.26|Pesos Argentinos|0.0028
BluePeak Systems|18.97|821-48-1661|528.495.0574|Edward Lyons|b4160a30-b328-4bc8-b0a4-43f8ba6651c0|4274837670344858|American Express|07/27|61413.88|Dolar|1
TechNova|18.46|293-55-1559|378-274-5773x0096|Donald Black|9d001deb-f676-4a52-b283-ccd7ca069bc0|4086955366088|Mastercard|07/26|87228.5|Euro|1.1
TechNova|13.4|405-43-9076|578.472.6721x93278|Brandy Hudson|87b32edc-21a1-4e98-94a9-952824994ece|4026465265235924287|Mastercard|06/28|28775.82|Pesos Argentinos|0.0028
Skyline Ltd|8.91|835-81-8801|5162188001|Michelle Hodge DDS|ce9ba2d6-358c-40ec-8ca4-826e7be64f40|2705273108678043|American Express|04/27|78398.79|Pesos Argentinos|0.0028
Skyline Ltd|17.06|811-59-3286|357.811.3685x40560|Roger Miller|8e288bc6-4f7b-4579-8f00-7ea5f851e124|3584899365004673|Mastercard|05/25|94287.8|Real|0.19
NextGen Ventures|5.91|470-46-8048|001-178-384-7221x60797|Dylan Miller|41ae4d2f-edab-4a24-862a-bae53c94eb29|4417698163986513807|American Express|01/29|13879.6|Dolar Canadiense|0.75
BluePeak Systems|18.38|109-31-4219|+1-926-420-2816x73299|Tabitha Blake|b13d185b-425d-4f78-b9ef-34b823bed681|4699237929375862372|UnionPay|07/27|77976.24|Dolar Canadiense|0.75
Apex Solutions|8.58|652-09-8843|824-374-0551|Maureen James|1f920b4b-73e0-4094-82f4-57f4ba2d1c21|502001210793|Mastercard|08/28|62620.44|Pesos Argentinos|0.0028
BluePeak Systems|16.96|720-52-2240|(601)722-6906x052|Kimberly Ferrell PhD|e93c91f5-ce23-4232-a70b-e0748c3f54aa|347567492478151|Discover|04/28|43352.45|Libra|1.3
GreenWave Inc.|10.62|679-18-2567|(041)097-8312x212|Cory Gray|d0607a62-657a-4b5c-9cbe-d02add98016d|4248888312334016|Mastercard|03/26|848.22|Pesos Argentinos|0.0028
GreenWave Inc.|12.86|556-59-4618|839.826.1785|Carla Smith|f9fbbbd5-9732-49c3-a53d-f9895e9e8e70|371876502610961|American Express|07/26|91677.35|Pesos Argentinos|0.0028
TechNova|9.88|516-30-0838|+1-144-553-2878x1617|Nicholas Brock|85511af1-be47-4b76-a168-2f4877baaa4c|060405269303|American Express|04/28|56527.4|Dolar|1
Visionary Labs|6.0|240-12-5802|5453363138|Sharon Lee|6f490103-1e73-40e1-abc5-3148608f94ac|6011899728916684|American Express|10/28|89031.43|Dolar Canadiense|0.75
Prime Dynamics|17.07|582-08-3847|+1-325-135-5172x72606|Colin Stevenson|24113870-f87a-46e3-a226-63cf07037dea|378873398367684|Discover|09/25|12854.88|Dolar|1
Skyline Ltd|9.46|818-66-5997|+1-600-580-5339|Lisa Berg|da528b6c-19f4-4375-9ff7-7aab721ccf93|378180132149836|Discover|02/29|70364.21|Libra|1.3
TechNova|19.2|360-20-7877|771-739-6433x041|Nathaniel Miller|c9762b1e-b35b-461c-ae31-880500d6b71c|213197366310057|Mastercard|02/29|61585.32|Dolar Canadiense|0.75
Apex Solutions|0.69|788-75-1168|+1-985-303-5279x522|Shannon Burke|586256f6-86c2-414e-bcf5-9d22431fda88|30570939606816|UnionPay|01/29|19240.63|Libra|1.3
Visionary Labs|8.18|294-86-4891|190.125.1413|Danny Harrington|e48916e9-3033-42fe-b5a0-ff822517db2a|2663035684087182|Discover|04/25|9176.84|Dolar Canadiense|0.75
Visionary Labs|3.05|111-01-5626|647.913.9208x8735|Sarah Austin|13480c18-e483-49ec-85a7-82c67e149099|4361582629524233933|Visa|07/27|48499.26|Real|0.19
TechNova|7.11|213-64-2971|633-323-9214x40283|Janet Edwards|2d4079af-8f5c-4dae-b9d2-c3bffbe29ad1|4492503065536229|Discover|11/27|93400.87|Dolar|1
Visionary Labs|14.05|307-55-6941|431-535-6414|Eric Reilly|91ead416-46cf-4f03-be77-d485c0d8a380|4228974345520077177|Mastercard|07/28|58268.84|Real|0.19
Visionary Labs|10.22|372-58-6525|(160)001-1590|Jodi Galloway|15a1bc12-35bf-4698-88ed-2d3bdb24f4a7|4689658461450285|Visa|05/28|43490.21|Yen|0.007
GlobalCorp|9.79|651-17-3018|901-533-6746x59316|Erica Foster|826d4b92-2556-4393-a423-d1fb6d5c0ed0|6554327322295340|Visa|10/25|88045.33|Dolar Canadiense|0.75
Prime Dynamics|7.88|446-88-5126|5100402109|James Dean|f1ff6812-08fc-48af-b67c-2f4bbf889623|4303482519620368654|Visa|10/27|20144.98|Libra|1.3
EcoSolutions|18.32|535-31-5104|(797)984-7463|Tina Nolan|b3be721a-f560-43c1-9f79-9a553e7291bb|4187990490739300594|American Express|08/28|61343.11|Dolar|1
Prime Dynamics|16.54|457-19-3475|(813)702-2692x9712|John Barton|7d728699-2d8d-4790-93ee-234ad9ac9ebf|4753076206558679|UnionPay|03/26|16175.05|Libra|1.3
Apex Solutions|5.73|856-90-9316|001-087-584-7594x83640|Zachary Cox|c5d73e03-f331-40d9-baeb-a042584576d2|3517836740796393|American Express|02/27|87757.74|Real|0.19
NextGen Ventures|4.88|621-78-3440|(606)927-2590|Patrick Matthews|bba1718f-b23a-49ef-92ae-a45f79f56f3d|3539508916900596|Discover|01/27|14089.12|Libra|1.3
Prime Dynamics|6.29|707-13-2017|(663)109-6768|Jeffrey Lee|12b9c203-062c-49c6-8115-48e739a18ce3|36653436306793|Mastercard|09/25|92436.39|Dolar Canadiense|0.75
TechNova|10.88|834-30-5392|(646)498-3479x485|Adam Campbell|f73d0148-f189-4d02-a4ca-879bda8b563c|6011102718305749|UnionPay|01/25|18917.48|Euro|1.1
GlobalCorp|17.47|741-15-9496|382-256-9926|Michael Franklin|ad98e672-aec9-4a0f-a25c-65f965e32113|3506233749032306|American Express|10/27|82816.56|Dolar|1
TechNova|14.82|008-91-9205|001-341-333-3454|Alexis Davis|dd74261a-aa16-4d8c-abe8-5dddbae5f8b0|180020891989733|American Express|11/26|13239.89|Euro|1.1
GreenWave Inc.|19.08|324-73-1236|001-232-502-0900x16728|Cory Williams|ad78f4b0-332b-4d2a-94cc-8f0a0efab2fe|3526885089784212|Visa|08/26|36868.58|Yen|0.007
GreenWave Inc.|6.32|580-05-6991|020-405-6379|Anna Daniels|29b33c65-6b52-4613-a8f9-b491ce0c8dfc|5519810217738504|Mastercard|01/27|72305.3|Euro|1.1
EcoSolutions|12.32|826-19-0726|001-619-289-3475x091|Jeffrey Knight|f536a15c-8607-4e1c-8bc7-e944f67526aa|4718578571740|Visa|05/25|94990.03|Euro|1.1
GreenWave Inc.|15.78|092-41-0516|126.212.4974x724|Joseph Hall|efceb45c-edfe-4e64-a6cf-ced8b27255b9|180067396817042|Discover|11/28|75782.64|Real|0.19
Apex Solutions|10.5|041-46-6439|(763)355-5504x52656|Kimberly Williams|8afa7e14-8af3-45ef-aa7c-337416677c54|676371366979|Discover|08/29|26461.32|Real|0.19
Prime Dynamics|10.69|590-27-4094|001-450-477-7273x9491|Robert Jones|22127a1b-1963-408e-b2dd-ca9e7e310819|3599196911403886|Mastercard|02/29|54483.81|Euro|1.1
TechNova|18.22|125-79-6346|(199)272-6967x670|Michelle Harrington|f4c05da8-c1ad-4f02-bb3e-bacaf64350ae|3537701156527391|Visa|07/25|74698.73|Dolar Canadiense|0.75
GreenWave Inc.|8.38|419-60-8406|+1-659-960-0803|Katherine Knox|17982283-f05c-4a5e-853f-c38a9afa8c32|341274904753224|Discover|08/27|20722.76|Real|0.19
NextGen Ventures|12.28|829-60-9688|3872786796|Bruce Boyle|783b1b0b-3ec2-4b50-af73-a33723b68308|2285101743499806|Visa|12/28|22216.38|Real|0.19
TechNova|9.83|460-38-8394|704-312-1999x9029|Jason Jones|d40ac4bc-2ccc-443d-82a3-d159558dc4fb|4624324059453|American Express|04/28|93935.63|Dolar Canadiense|0.75
GlobalCorp|10.52|222-25-7101|001-953-447-3993x31171|Angelica Martin|5476335c-841f-4a12-a83b-0ae61654d7bf|3568432597721862|Mastercard|04/29|43256.2|Pesos Argentinos|0.0028
NextGen Ventures|15.7|040-62-3347|542.835.3018x2525|Kerry Rogers|f6f1a053-31a2-4d72-b4a6-30ad66516bb2|30151590492703|Visa|07/29|33433.03|Pesos Argentinos|0.0028
Apex Solutions|1.91|831-63-2234|+1-600-735-4490x4646|Taylor Townsend|ce97063a-1060-47fc-9d9e-1e19562a838c|343586078295585|Discover|06/25|24612.97|Libra|1.3
Prime Dynamics|13.11|644-74-8874|226-596-0260x953|Andrea Brewer|8175d306-7cef-44f2-b0e4-f3c0854045c9|4521395294945521147|UnionPay|07/27|68135.46|Euro|1.1
GlobalCorp|5.92|680-30-5170|(599)854-9968|Noah Rivera|9c44d90b-498c-4070-8bc0-bb28ae991767|213103068525554|Visa|03/27|67970.12|Libra|1.3
BluePeak Systems|9.19|484-44-8527|999-565-6349|Alexandria Boone|8c2467ea-8423-456e-b7ab-0d0a40610be8|3545984836867912|Visa|09/29|26352.99|Pesos Argentinos|0.0028
Visionary Labs|19.22|143-05-2842|(853)869-4858x235|Mary Campbell|ad048dca-c203-4dc3-995c-017cec1cc651|3511645918466481|Mastercard|06/28|17228.4|Dolar|1
EcoSolutions|0.92|398-85-1678|369.972.4675x7428|Aaron Sullivan|1675d768-dd9c-4be2-8816-a3adc18543eb|4814205052820472|UnionPay|03/25|388.82|Dolar|1
EcoSolutions|7.37|752-43-3264|679-602-3963|James Cunningham|7b8d966c-4c96-4a93-8f5c-34b5e5391dac|563885982972|American Express|06/27|37485.46|Libra|1.3
GlobalCorp|6.13|514-72-5494|001-284-561-3834x999|Shawn Turner|75d9e8e8-8b68-44fd-8638-ece24ba118c8|4616404882168|Mastercard|12/24|66498.44|Real|0.19
GreenWave Inc.|6.31|610-41-7533|(980)519-8312x221|Paul Brown|727b4722-1687-4644-9cf6-9ce20a6c51cb|376617458958862|Visa|03/29|54450.68|Real|0.19
GlobalCorp|14.39|177-25-2314|725.653.2825x27675|Tina Robinson|df127505-2e57-462d-b4ac-e7adebd53ef1|4423099488744|UnionPay|10/25|25012.98|Pesos Argentinos|0.0028
TechNova|10.22|814-95-9274|+1-473-982-0675x099|Shane Walters|651946df-8fff-4f81-95d2-a9c684111ed6|4257462646653406|Discover|07/27|38268.6|Dolar Canadiense|0.75
Visionary Labs|19.93|056-21-9329|106-681-4990x845|Michele Benson|bbfacf6c-440a-4e15-b39f-c82f74164bac|4002509661782474|Visa|05/28|49415.42|Dolar|1
Prime Dynamics|4.27|414-81-8073|+1-783-202-7288x0854|Ashley Smith|5504132b-169b-4695-8b3a-42bfe3002333|372499222250130|Mastercard|04/27|52844.85|Yen|0.007
GreenWave Inc.|12.54|633-98-9544|2171074215|Allen Banks|59d2fd15-b25a-4b64-965b-871b75d05969|3530309790644130|Visa|12/26|36827.49|Dolar|1
BluePeak Systems|13.53|600-18-7005|(892)255-1257x84896|Kathryn Chaney|f5d69c2c-6d02-402a-8bea-2ad3d76fcd92|36129736608279|Discover|03/25|52004.47|Real|0.19
NextGen Ventures|11.0|117-72-5575|001-345-547-0611|Shawn Taylor|6a208a59-e035-4939-b140-ecab23ee6f42|341881958589138|Mastercard|08/27|61208.27|Real|0.19
GreenWave Inc.|15.08|093-93-2184|001-204-935-8507|Cathy Humphrey|138bf0c5-14f3-457e-88d3-5611e1d87b07|4129624850050625927|American Express|02/27|83974.38|Dolar|1
NextGen Ventures|16.84|526-61-2484|+1-924-680-1340|Amy Lopez|b48b70bb-d326-48bc-85e3-3aaafdc3914a|630403793601|American Express|09/29|22197.13|Dolar Canadiense|0.75
BluePeak Systems|2.06|175-77-9566|+1-899-625-3768x0923|Amy Meyers|71657460-c073-441b-a8cb-29ffbfcc9b01|4199220610923|Visa|05/27|91401.61|Euro|1.1
Skyline Ltd|10.4|162-45-8361|+1-718-835-7093x98810|Ricardo Grant|5c88e928-791a-4d59-9691-ab08f1292719|6011063158375271|American Express|05/29|90221.79|Libra|1.3
GlobalCorp|16.78|200-36-8027|(333)734-5300x264|Colton Hernandez|b8b1bc45-1279-460b-9e9f-c9def379434e|4742524105130|Mastercard|02/25|57236.75|Libra|1.3
TechNova|3.71|047-75-0807|(098)675-1723|Scott Ellis|da23e988-c81b-44cb-9ced-facbb834b92b|4329645802490782421|Visa|11/29|26845.33|Real|0.19
EcoSolutions|19.54|667-50-8552|983.260.4284x40201|Vanessa Rice|013ddfbd-1a8d-4cac-bc44-c51db194c51a|5443748398038933|Discover|07/25|1927.12|Dolar Canadiense|0.75
EcoSolutions|12.38|236-77-6142|286-794-2988x89486|Diana Ware|be5eb499-9b7a-4f75-90b7-9fea0b9f5a1e|4760593840474452|American Express|12/24|349.34|Dolar Canadiense|0.75
Skyline Ltd|16.06|334-71-8413|001-271-023-6534x2581|Sarah Bauer|8076fbbb-d823-4975-bb77-b360613a0e60|4813090974397|UnionPay|01/28|72250.73|Yen|0.007
BluePeak Systems|18.51|566-24-9861|(386)644-2842x191|Thomas Steele|61d42662-e315-497d-b65e-2f0c0823407a|4121337361701513764|Discover|07/26|44326.05|Libra|1.3
BluePeak Systems|6.46|789-20-3594|957-201-9235x2606|Vincent Vaughn|fa583cb3-c698-4cff-a9cf-3c0c5d386d4e|379192787339710|Mastercard|03/29|93238.52|Pesos Argentinos|0.0028
EcoSolutions|15.16|506-08-6794|001-349-090-4516x7600|Jason Orr|32212626-d48b-4c42-b4ae-ea4818736ba4|180091597149633|American Express|06/27|29821.63|Pesos Argentinos|0.0028
Skyline Ltd|11.91|110-51-9366|505-832-3044x503|Jenny Dominguez|a67de405-2858-4967-82d7-0f23f3d1f6ba|4668778003425077|American Express|07/29|76491.9|Euro|1.1
GreenWave Inc.|17.64|241-70-5772|580-637-3801x04801|William Vazquez|f4cae15b-c72d-4c64-9fdb-73195bac3771|6011826766128286|American Express|08/26|27143.18|Dolar|1
Prime Dynamics|2.4|783-61-2580|910.738.2920x6007|Jacqueline Lewis|1c898d89-ad9e-40fd-b054-079b39d6aaaa|4184117025252|Mastercard|03/25|30182.22|Pesos Argentinos|0.0028
GlobalCorp|2.13|566-27-1156|843.616.6354x1173|Karen Schmidt|e60620c6-db07-43f0-b2a5-3dfc8fb856c8|4670437820448|Mastercard|08/28|59275.09|Dolar Canadiense|0.75
GlobalCorp|13.28|354-23-5039|760-509-3857|William Taylor|7bcea8c1-1d61-4862-9fce-ab60b8215fc6|6591231217438095|Visa|06/27|72409.63|Dolar|1
GreenWave Inc.|19.62|862-85-0068|001-090-108-9567|Colleen Hart|b8719c91-95b0-4d62-a68a-9f718477dc63|3542454578281279|Visa|06/27|86721.91|Real|0.19
Visionary Labs|0.95|646-62-3308|+1-205-507-9423|Amanda Young|1aca1417-eacb-40bb-a5b1-e15f276c6856|377612795136305|UnionPay|12/24|21610.41|Dolar|1
NextGen Ventures|18.99|878-29-6828|423-105-2230|John Faulkner|059d9eb3-660a-4eb5-9364-8244a81cb64c|4376962931162532610|Mastercard|04/28|67412.82|Libra|1.3
GreenWave Inc.|2.44|340-03-1161|480-633-9965|Tony Anderson|9a82ee27-65ac-4874-a24f-4eb49891d07f|4512880967484|Mastercard|03/27|32770.4|Dolar Canadiense|0.75
GlobalCorp|2.65|729-59-2889|+1-105-775-3942x6229|Angel Calhoun|f26a02cc-74ee-48e3-bb6b-aa34d0dd72e6|3529002240602989|UnionPay|12/25|90715.06|Pesos Argentinos|0.0028
EcoSolutions|6.28|654-69-1878|888.522.5440|Kimberly Combs|016c1917-c418-453f-966a-9b3ac3731f19|347249243483935|UnionPay|04/29|14805.13|Pesos Argentinos|0.0028
EcoSolutions|5.75|358-57-0402|+1-720-869-5890x363|Billy Lewis|c7cda874-88af-45f2-94e4-bf89934d19b0|4836485475672007|Visa|05/25|28444.38|Dolar Canadiense|0.75
Apex Solutions|13.49|050-12-2487|325-878-6767|Vickie Ward|f377ef3c-d02c-4904-83ec-f05efe74e91d|4156510016021|UnionPay|07/27|78784.86|Pesos Argentinos|0.0028
